name,satellite,label,id
KIC 2716853,Kepler,non_planet,2716853.0
KIC 7289157,Kepler,non_planet,7289157.0
KIC 2695110,Kepler,non_planet,2695110.0
KIC 7101828,Kepler,non_planet,7101828.0
KIC 5780715,Kepler,non_planet,5780715.0
KIC 5738496,Kepler,non_planet,5738496.0
KIC 6422367,Kepler,non_planet,6422367.0
KIC 8554498,Kepler,non_planet,8554498.0
KIC 3342592,Kepler,non_planet,3342592.0
KIC 8219268,Kepler,non_planet,8219268.0
KIC 4367854,Kepler,non_planet,4367854.0
KIC 9785921,Kepler,non_planet,9785921.0
KIC 4247092,Kepler,non_planet,4247092.0
KIC 4949751,Kepler,non_planet,4949751.0
KIC 5003117,Kepler,non_planet,5003117.0
KIC 5035972,Kepler,non_planet,5035972.0
KIC 5218441,Kepler,non_planet,5218441.0
KIC 8621348,Kepler,non_planet,8621348.0
KIC 8773869,Kepler,non_planet,8773869.0
KIC 7025846,Kepler,non_planet,7025846.0
KIC 8397947,Kepler,non_planet,8397947.0
KIC 10187017,Kepler,non_planet,10187017.0
KIC 8891318,Kepler,non_planet,8891318.0
KIC 8019043,Kepler,non_planet,8019043.0
KIC 11775507,Kepler,non_planet,11775507.0
KIC 7602070,Kepler,non_planet,7602070.0
KIC 7812179,Kepler,non_planet,7812179.0
KIC 1868404,Kepler,non_planet,1868404.0
KIC 5449777,Kepler,non_planet,5449777.0
KIC 5478055,Kepler,non_planet,5478055.0
KIC 5653126,Kepler,non_planet,5653126.0
KIC 7840044,Kepler,non_planet,7840044.0
KIC 1995712,Kepler,non_planet,1995712.0
KIC 8106610,Kepler,non_planet,8106610.0
KIC 5872150,Kepler,non_planet,5872150.0
KIC 5872150,Kepler,non_planet,5872150.0
KIC 6436505,Kepler,non_planet,6436505.0
KIC 2140389,Kepler,non_planet,2140389.0
KIC 7975727,Kepler,non_planet,7975727.0
KIC 8219673,Kepler,non_planet,8219673.0
KIC 3248033,Kepler,non_planet,3248033.0
KIC 6768616,Kepler,non_planet,6768616.0
KIC 10068383,Kepler,non_planet,10068383.0
KIC 10157573,Kepler,non_planet,10157573.0
KIC 10191070,Kepler,non_planet,10191070.0
KIC 10225800,Kepler,non_planet,10225800.0
KIC 4659405,Kepler,non_planet,4659405.0
KIC 7941635,Kepler,non_planet,7941635.0
KIC 9024857,Kepler,non_planet,9024857.0
KIC 10259031,Kepler,non_planet,10259031.0
KIC 4861736,Kepler,non_planet,4861736.0
KIC 5090690,Kepler,non_planet,5090690.0
KIC 8409588,Kepler,non_planet,8409588.0
KIC 2302758,Kepler,non_planet,2302758.0
KIC 5098444,Kepler,non_planet,5098444.0
KIC 5351250,Kepler,non_planet,5351250.0
KIC 5181817,Kepler,non_planet,5181817.0
KIC 5309353,Kepler,non_planet,5309353.0
KIC 5356593,Kepler,non_planet,5356593.0
KIC 8869680,Kepler,non_planet,8869680.0
KIC 8891278,Kepler,non_planet,8891278.0
KIC 10345478,Kepler,non_planet,10345478.0
KIC 5384802,Kepler,non_planet,5384802.0
KIC 8908102,Kepler,non_planet,8908102.0
KIC 10418797,Kepler,non_planet,10418797.0
KIC 5796186,Kepler,non_planet,5796186.0
KIC 12306808,Kepler,non_planet,12306808.0
KIC 9053112,Kepler,non_planet,9053112.0
KIC 9162741,Kepler,non_planet,9162741.0
KIC 5893123,Kepler,non_planet,5893123.0
KIC 3749508,Kepler,non_planet,3749508.0
KIC 9300285,Kepler,non_planet,9300285.0
KIC 9426071,Kepler,non_planet,9426071.0
KIC 10729472,Kepler,non_planet,10729472.0
KIC 5966660,Kepler,non_planet,5966660.0
KIC 4752451,Kepler,non_planet,4752451.0
KIC 2441151,Kepler,non_planet,2441151.0
KIC 3970233,Kepler,non_planet,3970233.0
KIC 5014753,Kepler,non_planet,5014753.0
KIC 1293046,Kepler,non_planet,1293046.0
KIC 9640976,Kepler,non_planet,9640976.0
KIC 9640985,Kepler,non_planet,9640985.0
KIC 5562784,Kepler,non_planet,5562784.0
KIC 5608566,Kepler,non_planet,5608566.0
KIC 5903312,Kepler,non_planet,5903312.0
KIC 1434395,Kepler,non_planet,1434395.0
KIC 9834719,Kepler,non_planet,9834719.0
KIC 6960456,Kepler,non_planet,6960456.0
KIC 8374580,Kepler,non_planet,8374580.0
KIC 6752502,Kepler,non_planet,6752502.0
KIC 6805146,Kepler,non_planet,6805146.0
KIC 6960445,Kepler,non_planet,6960445.0
KIC 9714696,Kepler,non_planet,9714696.0
KIC 9846086,Kepler,non_planet,9846086.0
KIC 10384962,Kepler,non_planet,10384962.0
KIC 2711131,Kepler,non_planet,2711131.0
KIC 2308411,Kepler,non_planet,2308411.0
KIC 7115785,Kepler,non_planet,7115785.0
KIC 2446134,Kepler,non_planet,2446134.0
KIC 7385509,Kepler,non_planet,7385509.0
KIC 7466863,Kepler,non_planet,7466863.0
KIC 10005020,Kepler,non_planet,10005020.0
KIC 4449034,Kepler,non_planet,4449034.0
KIC 2854839,Kepler,non_planet,2854839.0
KIC 11553706,Kepler,non_planet,11553706.0
KIC 2449053,Kepler,non_planet,2449053.0
KIC 10489525,Kepler,non_planet,10489525.0
KIC 7598128,Kepler,non_planet,7598128.0
KIC 11858979,Kepler,non_planet,11858979.0
KIC 5900390,Kepler,non_planet,5900390.0
KIC 5444334,Kepler,non_planet,5444334.0
KIC 10139620,Kepler,non_planet,10139620.0
KIC 5386264,Kepler,non_planet,5386264.0
KIC 3218844,Kepler,non_planet,3218844.0
KIC 3542222,Kepler,non_planet,3542222.0
KIC 10186945,Kepler,non_planet,10186945.0
KIC 4636565,Kepler,non_planet,4636565.0
KIC 3241647,Kepler,non_planet,3241647.0
KIC 7761585,Kepler,non_planet,7761585.0
KIC 3241248,Kepler,non_planet,3241248.0
KIC 9716302,Kepler,non_planet,9716302.0
KIC 2708286,Kepler,non_planet,2708286.0
KIC 10419797,Kepler,non_planet,10419797.0
KIC 6515335,Kepler,non_planet,6515335.0
KIC 7777471,Kepler,non_planet,7777471.0
KIC 10294509,Kepler,non_planet,10294509.0
KIC 3003019,Kepler,non_planet,3003019.0
KIC 7690855,Kepler,non_planet,7690855.0
KIC 5649837,Kepler,non_planet,5649837.0
KIC 10141938,Kepler,non_planet,10141938.0
KIC 8029197,Kepler,non_planet,8029197.0
KIC 12257886,Kepler,non_planet,12257886.0
KIC 5036480,Kepler,non_planet,5036480.0
KIC 10275077,Kepler,non_planet,10275077.0
KIC 6592832,Kepler,non_planet,6592832.0
KIC 8524346,Kepler,non_planet,8524346.0
KIC 5551228,Kepler,non_planet,5551228.0
KIC 5471271,Kepler,non_planet,5471271.0
KIC 3248696,Kepler,non_planet,3248696.0
KIC 5306383,Kepler,non_planet,5306383.0
KIC 5446285,Kepler,non_planet,5446285.0
KIC 5041847,Kepler,non_planet,5041847.0
KIC 3836558,Kepler,non_planet,3836558.0
KIC 4946584,Kepler,non_planet,4946584.0
KIC 6463499,Kepler,non_planet,6463499.0
KIC 8254882,Kepler,non_planet,8254882.0
KIC 6042031,Kepler,non_planet,6042031.0
KIC 5475735,Kepler,non_planet,5475735.0
KIC 10075409,Kepler,non_planet,10075409.0
KIC 7038096,Kepler,non_planet,7038096.0
KIC 3345973,Kepler,non_planet,3345973.0
KIC 11972872,Kepler,non_planet,11972872.0
KIC 9899233,Kepler,non_planet,9899233.0
KIC 3102309,Kepler,non_planet,3102309.0
KIC 8521059,Kepler,non_planet,8521059.0
KIC 5217574,Kepler,non_planet,5217574.0
KIC 3230095,Kepler,non_planet,3230095.0
KIC 5551228,Kepler,non_planet,5551228.0
KIC 6862332,Kepler,non_planet,6862332.0
KIC 10992011,Kepler,non_planet,10992011.0
KIC 8128247,Kepler,non_planet,8128247.0
KIC 6276994,Kepler,non_planet,6276994.0
KIC 9674564,Kepler,non_planet,9674564.0
KIC 5565707,Kepler,non_planet,5565707.0
KIC 1293031,Kepler,non_planet,1293031.0
KIC 2859299,Kepler,non_planet,2859299.0
KIC 4067110,Kepler,non_planet,4067110.0
KIC 8694309,Kepler,non_planet,8694309.0
KIC 7818447,Kepler,non_planet,7818447.0
KIC 11569475,Kepler,non_planet,11569475.0
KIC 5700900,Kepler,non_planet,5700900.0
KIC 7026477,Kepler,non_planet,7026477.0
KIC 9402583,Kepler,non_planet,9402583.0
KIC 8700537,Kepler,non_planet,8700537.0
KIC 10858785,Kepler,non_planet,10858785.0
KIC 9640907,Kepler,non_planet,9640907.0
KIC 7515670,Kepler,non_planet,7515670.0
KIC 9551430,Kepler,non_planet,9551430.0
KIC 3228986,Kepler,non_planet,3228986.0
KIC 4138557,Kepler,non_planet,4138557.0
KIC 2708278,Kepler,non_planet,2708278.0
KIC 8483366,Kepler,non_planet,8483366.0
KIC 3247404,Kepler,non_planet,3247404.0
KIC 7773179,Kepler,non_planet,7773179.0
KIC 11017094,Kepler,non_planet,11017094.0
KIC 5956633,Kepler,non_planet,5956633.0
KIC 9899065,Kepler,non_planet,9899065.0
KIC 5471792,Kepler,non_planet,5471792.0
KIC 11145831,Kepler,non_planet,11145831.0
KIC 11444952,Kepler,non_planet,11444952.0
KIC 8647295,Kepler,non_planet,8647295.0
KIC 3444098,Kepler,non_planet,3444098.0
KIC 5112567,Kepler,non_planet,5112567.0
KIC 2708343,Kepler,non_planet,2708343.0
KIC 3235282,Kepler,non_planet,3235282.0
KIC 3348090,Kepler,non_planet,3348090.0
KIC 9282762,Kepler,non_planet,9282762.0
KIC 3117046,Kepler,non_planet,3117046.0
KIC 6311520,Kepler,non_planet,6311520.0
KIC 5201115,Kepler,non_planet,5201115.0
KIC 2708203,Kepler,non_planet,2708203.0
KIC 4150496,Kepler,non_planet,4150496.0
KIC 9655005,Kepler,non_planet,9655005.0
KIC 3851194,Kepler,non_planet,3851194.0
KIC 5092655,Kepler,non_planet,5092655.0
KIC 10661778,Kepler,non_planet,10661778.0
KIC 5513857,Kepler,non_planet,5513857.0
KIC 10272389,Kepler,non_planet,10272389.0
KIC 4679687,Kepler,non_planet,4679687.0
KIC 7968683,Kepler,non_planet,7968683.0
KIC 9091755,Kepler,non_planet,9091755.0
KIC 3852476,Kepler,non_planet,3852476.0
KIC 9851970,Kepler,non_planet,9851970.0
KIC 5726910,Kepler,non_planet,5726910.0
KIC 3228825,Kepler,non_planet,3228825.0
KIC 9099950,Kepler,non_planet,9099950.0
KIC 4669402,Kepler,non_planet,4669402.0
KIC 3757407,Kepler,non_planet,3757407.0
KIC 4769931,Kepler,non_planet,4769931.0
KIC 9220612,Kepler,non_planet,9220612.0
KIC 6806695,Kepler,non_planet,6806695.0
KIC 3858943,Kepler,non_planet,3858943.0
KIC 10858803,Kepler,non_planet,10858803.0
KIC 6129694,Kepler,non_planet,6129694.0
KIC 5957181,Kepler,non_planet,5957181.0
KIC 7601918,Kepler,non_planet,7601918.0
KIC 6119877,Kepler,non_planet,6119877.0
KIC 7211879,Kepler,non_planet,7211879.0
KIC 4863956,Kepler,non_planet,4863956.0
KIC 7847104,Kepler,non_planet,7847104.0
KIC 3347807,Kepler,non_planet,3347807.0
KIC 8487805,Kepler,non_planet,8487805.0
KIC 3336845,Kepler,non_planet,3336845.0
KIC 3645282,Kepler,non_planet,3645282.0
KIC 6525280,Kepler,non_planet,6525280.0
KIC 4861784,Kepler,non_planet,4861784.0
KIC 5876360,Kepler,non_planet,5876360.0
KIC 3732972,Kepler,non_planet,3732972.0
KIC 8743082,Kepler,non_planet,8743082.0
KIC 9142742,Kepler,non_planet,9142742.0
KIC 6891513,Kepler,non_planet,6891513.0
KIC 4579598,Kepler,non_planet,4579598.0
KIC 7777522,Kepler,non_planet,7777522.0
KIC 9305012,Kepler,non_planet,9305012.0
KIC 9597729,Kepler,non_planet,9597729.0
KIC 11390109,Kepler,non_planet,11390109.0
KIC 5078025,Kepler,non_planet,5078025.0
KIC 5026326,Kepler,non_planet,5026326.0
KIC 5471574,Kepler,non_planet,5471574.0
KIC 5512580,Kepler,non_planet,5512580.0
KIC 11670599,Kepler,non_planet,11670599.0
KIC 6359820,Kepler,non_planet,6359820.0
KIC 11872139,Kepler,non_planet,11872139.0
KIC 2708221,Kepler,non_planet,2708221.0
KIC 5040223,Kepler,non_planet,5040223.0
KIC 4571004,Kepler,non_planet,4571004.0
KIC 7031942,Kepler,non_planet,7031942.0
KIC 5632701,Kepler,non_planet,5632701.0
KIC 10549924,Kepler,non_planet,10549924.0
KIC 6187341,Kepler,non_planet,6187341.0
KIC 3353454,Kepler,non_planet,3353454.0
KIC 10156055,Kepler,non_planet,10156055.0
KIC 8418018,Kepler,non_planet,8418018.0
KIC 5024177,Kepler,non_planet,5024177.0
KIC 4571004,Kepler,non_planet,4571004.0
KIC 4571004,Kepler,non_planet,4571004.0
KIC 4571004,Kepler,non_planet,4571004.0
KIC 4571004,Kepler,non_planet,4571004.0
KIC 10155321,Kepler,non_planet,10155321.0
KIC 3866536,Kepler,non_planet,3866536.0
KIC 4679314,Kepler,non_planet,4679314.0
KIC 5702637,Kepler,non_planet,5702637.0
KIC 8309169,Kepler,non_planet,8309169.0
KIC 4678919,Kepler,non_planet,4678919.0
KIC 5563080,Kepler,non_planet,5563080.0
KIC 6364067,Kepler,non_planet,6364067.0
KIC 5983532,Kepler,non_planet,5983532.0
KIC 3439126,Kepler,non_planet,3439126.0
KIC 8483021,Kepler,non_planet,8483021.0
KIC 1575873,Kepler,non_planet,1575873.0
KIC 11449918,Kepler,non_planet,11449918.0
KIC 3750350,Kepler,non_planet,3750350.0
KIC 4584865,Kepler,non_planet,4584865.0
KIC 11968463,Kepler,non_planet,11968463.0
KIC 11188254,Kepler,non_planet,11188254.0
KIC 1724513,Kepler,non_planet,1724513.0
KIC 9535876,Kepler,non_planet,9535876.0
KIC 5817533,Kepler,non_planet,5817533.0
KIC 7681230,Kepler,non_planet,7681230.0
KIC 3448456,Kepler,non_planet,3448456.0
KIC 12107008,Kepler,non_planet,12107008.0
KIC 4754831,Kepler,non_planet,4754831.0
KIC 4754831,Kepler,non_planet,4754831.0
KIC 9899630,Kepler,non_planet,9899630.0
KIC 4367528,Kepler,non_planet,4367528.0
KIC 3751231,Kepler,non_planet,3751231.0
KIC 7816665,Kepler,non_planet,7816665.0
KIC 9535881,Kepler,non_planet,9535881.0
KIC 11616596,Kepler,non_planet,11616596.0
KIC 8508126,Kepler,non_planet,8508126.0
KIC 4754831,Kepler,non_planet,4754831.0
KIC 3531231,Kepler,non_planet,3531231.0
KIC 5471489,Kepler,non_planet,5471489.0
KIC 5471489,Kepler,non_planet,5471489.0
KIC 9011874,Kepler,non_planet,9011874.0
KIC 9936080,Kepler,non_planet,9936080.0
KIC 8611344,Kepler,non_planet,8611344.0
KIC 9518651,Kepler,non_planet,9518651.0
KIC 2305311,Kepler,non_planet,2305311.0
KIC 6383595,Kepler,non_planet,6383595.0
KIC 6599949,Kepler,non_planet,6599949.0
KIC 5536715,Kepler,non_planet,5536715.0
KIC 8149484,Kepler,non_planet,8149484.0
KIC 12407623,Kepler,non_planet,12407623.0
KIC 6778008,Kepler,non_planet,6778008.0
KIC 8308260,Kepler,non_planet,8308260.0
KIC 8492101,Kepler,non_planet,8492101.0
KIC 6343576,Kepler,non_planet,6343576.0
KIC 2449101,Kepler,non_planet,2449101.0
KIC 7259249,Kepler,non_planet,7259249.0
KIC 8678691,Kepler,non_planet,8678691.0
KIC 9640924,Kepler,non_planet,9640924.0
KIC 11151677,Kepler,non_planet,11151677.0
KIC 11037128,Kepler,non_planet,11037128.0
KIC 11969092,Kepler,non_planet,11969092.0
KIC 2570773,Kepler,non_planet,2570773.0
KIC 6356885,Kepler,non_planet,6356885.0
KIC 3542542,Kepler,non_planet,3542542.0
KIC 11124703,Kepler,non_planet,11124703.0
KIC 9593773,Kepler,non_planet,9593773.0
KIC 9777757,Kepler,non_planet,9777757.0
KIC 8645191,Kepler,non_planet,8645191.0
KIC 9717958,Kepler,non_planet,9717958.0
KIC 8128067,Kepler,non_planet,8128067.0
KIC 7703910,Kepler,non_planet,7703910.0
KIC 7777818,Kepler,non_planet,7777818.0
KIC 9851360,Kepler,non_planet,9851360.0
KIC 9490653,Kepler,non_planet,9490653.0
KIC 3328027,Kepler,non_planet,3328027.0
KIC 3644631,Kepler,non_planet,3644631.0
KIC 9640931,Kepler,non_planet,9640931.0
KIC 5125196,Kepler,non_planet,5125196.0
KIC 9640962,Kepler,non_planet,9640962.0
KIC 5097454,Kepler,non_planet,5097454.0
KIC 3663141,Kepler,non_planet,3663141.0
KIC 4568117,Kepler,non_planet,4568117.0
KIC 10342248,Kepler,non_planet,10342248.0
KIC 9777290,Kepler,non_planet,9777290.0
KIC 8548427,Kepler,non_planet,8548427.0
KIC 6289344,Kepler,non_planet,6289344.0
KIC 10936786,Kepler,non_planet,10936786.0
KIC 6938264,Kepler,non_planet,6938264.0
KIC 9899315,Kepler,non_planet,9899315.0
KIC 9541089,Kepler,non_planet,9541089.0
KIC 3650049,Kepler,non_planet,3650049.0
KIC 9641076,Kepler,non_planet,9641076.0
KIC 12418891,Kepler,non_planet,12418891.0
KIC 3839294,Kepler,non_planet,3839294.0
KIC 7698701,Kepler,non_planet,7698701.0
KIC 7698701,Kepler,non_planet,7698701.0
KIC 2830919,Kepler,non_planet,2830919.0
KIC 9588822,Kepler,non_planet,9588822.0
KIC 10858737,Kepler,non_planet,10858737.0
KIC 3644738,Kepler,non_planet,3644738.0
KIC 9406892,Kepler,non_planet,9406892.0
KIC 8487645,Kepler,non_planet,8487645.0
KIC 5817613,Kepler,non_planet,5817613.0
KIC 9910942,Kepler,non_planet,9910942.0
KIC 10924340,Kepler,non_planet,10924340.0
KIC 6629993,Kepler,non_planet,6629993.0
KIC 10427700,Kepler,non_planet,10427700.0
KIC 11296045,Kepler,non_planet,11296045.0
KIC 3124598,Kepler,non_planet,3124598.0
KIC 3548639,Kepler,non_planet,3548639.0
KIC 4390912,Kepler,non_planet,4390912.0
KIC 7115925,Kepler,non_planet,7115925.0
KIC 7429287,Kepler,non_planet,7429287.0
KIC 3545583,Kepler,non_planet,3545583.0
KIC 8374741,Kepler,non_planet,8374741.0
KIC 11296045,Kepler,non_planet,11296045.0
KIC 11296045,Kepler,non_planet,11296045.0
KIC 3247503,Kepler,non_planet,3247503.0
KIC 4281068,Kepler,non_planet,4281068.0
KIC 9092496,Kepler,non_planet,9092496.0
KIC 9959545,Kepler,non_planet,9959545.0
KIC 9641144,Kepler,non_planet,9641144.0
KIC 8572168,Kepler,non_planet,8572168.0
KIC 4472143,Kepler,non_planet,4472143.0
KIC 7368137,Kepler,non_planet,7368137.0
KIC 9027841,Kepler,non_planet,9027841.0
KIC 8953414,Kepler,non_planet,8953414.0
KIC 4458109,Kepler,non_planet,4458109.0
KIC 11044826,Kepler,non_planet,11044826.0
KIC 6681687,Kepler,non_planet,6681687.0
KIC 8179190,Kepler,non_planet,8179190.0
KIC 9777724,Kepler,non_planet,9777724.0
KIC 10273903,Kepler,non_planet,10273903.0
KIC 8483241,Kepler,non_planet,8483241.0
KIC 9240664,Kepler,non_planet,9240664.0
KIC 7281411,Kepler,non_planet,7281411.0
KIC 6528141,Kepler,non_planet,6528141.0
KIC 8106112,Kepler,non_planet,8106112.0
KIC 5563937,Kepler,non_planet,5563937.0
KIC 10736179,Kepler,non_planet,10736179.0
KIC 6119921,Kepler,non_planet,6119921.0
KIC 4141587,Kepler,non_planet,4141587.0
KIC 3834317,Kepler,non_planet,3834317.0
KIC 5992210,Kepler,non_planet,5992210.0
KIC 4284980,Kepler,non_planet,4284980.0
KIC 9302543,Kepler,non_planet,9302543.0
KIC 6685646,Kepler,non_planet,6685646.0
KIC 4574319,Kepler,non_planet,4574319.0
KIC 7741837,Kepler,non_planet,7741837.0
KIC 11137065,Kepler,non_planet,11137065.0
KIC 11093335,Kepler,non_planet,11093335.0
KIC 9394768,Kepler,non_planet,9394768.0
KIC 10972902,Kepler,non_planet,10972902.0
KIC 3832474,Kepler,non_planet,3832474.0
KIC 12004971,Kepler,non_planet,12004971.0
KIC 3644602,Kepler,non_planet,3644602.0
KIC 11912941,Kepler,non_planet,11912941.0
KIC 6525106,Kepler,non_planet,6525106.0
KIC 4355503,Kepler,non_planet,4355503.0
KIC 6119923,Kepler,non_planet,6119923.0
KIC 6126076,Kepler,non_planet,6126076.0
KIC 9209183,Kepler,non_planet,9209183.0
KIC 5955621,Kepler,non_planet,5955621.0
KIC 4852297,Kepler,non_planet,4852297.0
KIC 9851845,Kepler,non_planet,9851845.0
KIC 9474483,Kepler,non_planet,9474483.0
KIC 8613218,Kepler,non_planet,8613218.0
KIC 8548069,Kepler,non_planet,8548069.0
KIC 3127911,Kepler,non_planet,3127911.0
KIC 10399321,Kepler,non_planet,10399321.0
KIC 7837733,Kepler,non_planet,7837733.0
KIC 2578017,Kepler,non_planet,2578017.0
KIC 8625732,Kepler,non_planet,8625732.0
KIC 2831251,Kepler,non_planet,2831251.0
KIC 6721380,Kepler,non_planet,6721380.0
KIC 7694615,Kepler,non_planet,7694615.0
KIC 6201203,Kepler,non_planet,6201203.0
KIC 9222516,Kepler,non_planet,9222516.0
KIC 7285673,Kepler,non_planet,7285673.0
KIC 5282437,Kepler,non_planet,5282437.0
KIC 8652360,Kepler,non_planet,8652360.0
KIC 9602421,Kepler,non_planet,9602421.0
KIC 4373195,Kepler,non_planet,4373195.0
KIC 5090937,Kepler,non_planet,5090937.0
KIC 6359175,Kepler,non_planet,6359175.0
KIC 8104207,Kepler,non_planet,8104207.0
KIC 3953173,Kepler,non_planet,3953173.0
KIC 8037926,Kepler,non_planet,8037926.0
KIC 6437617,Kepler,non_planet,6437617.0
KIC 8453851,Kepler,non_planet,8453851.0
KIC 9873759,Kepler,non_planet,9873759.0
KIC 9516728,Kepler,non_planet,9516728.0
KIC 4825872,Kepler,non_planet,4825872.0
KIC 4680772,Kepler,non_planet,4680772.0
KIC 8110733,Kepler,non_planet,8110733.0
KIC 10407086,Kepler,non_planet,10407086.0
KIC 4073089,Kepler,non_planet,4073089.0
KIC 6065351,Kepler,non_planet,6065351.0
KIC 4825872,Kepler,non_planet,4825872.0
KIC 3644505,Kepler,non_planet,3644505.0
KIC 4664743,Kepler,non_planet,4664743.0
KIC 6593734,Kepler,non_planet,6593734.0
KIC 9711297,Kepler,non_planet,9711297.0
KIC 8395860,Kepler,non_planet,8395860.0
KIC 5956354,Kepler,non_planet,5956354.0
KIC 8109107,Kepler,non_planet,8109107.0
KIC 6200529,Kepler,non_planet,6200529.0
KIC 6929285,Kepler,non_planet,6929285.0
KIC 4848321,Kepler,non_planet,4848321.0
KIC 12255382,Kepler,non_planet,12255382.0
KIC 6522745,Kepler,non_planet,6522745.0
KIC 11076276,Kepler,non_planet,11076276.0
KIC 12012439,Kepler,non_planet,12012439.0
KIC 4374610,Kepler,non_planet,4374610.0
KIC 7598111,Kepler,non_planet,7598111.0
KIC 8240746,Kepler,non_planet,8240746.0
KIC 9652655,Kepler,non_planet,9652655.0
KIC 10140843,Kepler,non_planet,10140843.0
KIC 10473272,Kepler,non_planet,10473272.0
KIC 9824928,Kepler,non_planet,9824928.0
KIC 5817685,Kepler,non_planet,5817685.0
KIC 7282042,Kepler,non_planet,7282042.0
KIC 7523542,Kepler,non_planet,7523542.0
KIC 3109937,Kepler,non_planet,3109937.0
KIC 9386171,Kepler,non_planet,9386171.0
KIC 11553598,Kepler,non_planet,11553598.0
KIC 12069414,Kepler,non_planet,12069414.0
KIC 8443265,Kepler,non_planet,8443265.0
KIC 3240406,Kepler,non_planet,3240406.0
KIC 5090803,Kepler,non_planet,5090803.0
KIC 8377197,Kepler,non_planet,8377197.0
KIC 6137779,Kepler,non_planet,6137779.0
KIC 11913072,Kepler,non_planet,11913072.0
KIC 9083470,Kepler,non_planet,9083470.0
KIC 5783732,Kepler,non_planet,5783732.0
KIC 7900100,Kepler,non_planet,7900100.0
KIC 9849884,Kepler,non_planet,9849884.0
KIC 11243547,Kepler,non_planet,11243547.0
KIC 10491525,Kepler,non_planet,10491525.0
KIC 3859042,Kepler,non_planet,3859042.0
KIC 4946049,Kepler,non_planet,4946049.0
KIC 5559651,Kepler,non_planet,5559651.0
KIC 5437348,Kepler,non_planet,5437348.0
KIC 8429668,Kepler,non_planet,8429668.0
KIC 7032001,Kepler,non_planet,7032001.0
KIC 6199864,Kepler,non_planet,6199864.0
KIC 9577855,Kepler,non_planet,9577855.0
KIC 4386607,Kepler,non_planet,4386607.0
KIC 12108364,Kepler,non_planet,12108364.0
KIC 8295671,Kepler,non_planet,8295671.0
KIC 10407210,Kepler,non_planet,10407210.0
KIC 7457278,Kepler,non_planet,7457278.0
KIC 8984755,Kepler,non_planet,8984755.0
KIC 7366895,Kepler,non_planet,7366895.0
KIC 10729472,Kepler,non_planet,10729472.0
KIC 6200612,Kepler,non_planet,6200612.0
KIC 9777200,Kepler,non_planet,9777200.0
KIC 5200084,Kepler,non_planet,5200084.0
KIC 4144873,Kepler,non_planet,4144873.0
KIC 9171886,Kepler,non_planet,9171886.0
KIC 3337061,Kepler,non_planet,3337061.0
KIC 5696918,Kepler,non_planet,5696918.0
KIC 8487838,Kepler,non_planet,8487838.0
KIC 8937762,Kepler,non_planet,8937762.0
KIC 2720828,Kepler,non_planet,2720828.0
KIC 8652577,Kepler,non_planet,8652577.0
KIC 8804937,Kepler,non_planet,8804937.0
KIC 11912987,Kepler,non_planet,11912987.0
KIC 4136659,Kepler,non_planet,4136659.0
KIC 3438976,Kepler,non_planet,3438976.0
KIC 6610064,Kepler,non_planet,6610064.0
KIC 5476671,Kepler,non_planet,5476671.0
KIC 7335972,Kepler,non_planet,7335972.0
KIC 2694632,Kepler,non_planet,2694632.0
KIC 5428471,Kepler,non_planet,5428471.0
KIC 7283710,Kepler,non_planet,7283710.0
KIC 10794509,Kepler,non_planet,10794509.0
KIC 2576224,Kepler,non_planet,2576224.0
KIC 3967501,Kepler,non_planet,3967501.0
KIC 6437226,Kepler,non_planet,6437226.0
KIC 2710623,Kepler,non_planet,2710623.0
KIC 3330684,Kepler,non_planet,3330684.0
KIC 2696703,Kepler,non_planet,2696703.0
KIC 7699298,Kepler,non_planet,7699298.0
KIC 7115661,Kepler,non_planet,7115661.0
KIC 2853889,Kepler,non_planet,2853889.0
KIC 4845862,Kepler,non_planet,4845862.0
KIC 10130057,Kepler,non_planet,10130057.0
KIC 9838608,Kepler,non_planet,9838608.0
KIC 4247811,Kepler,non_planet,4247811.0
KIC 6543645,Kepler,non_planet,6543645.0
KIC 8738244,Kepler,non_planet,8738244.0
KIC 4157052,Kepler,non_planet,4157052.0
KIC 10006641,Kepler,non_planet,10006641.0
KIC 10815916,Kepler,non_planet,10815916.0
KIC 3547760,Kepler,non_planet,3547760.0
KIC 7281484,Kepler,non_planet,7281484.0
KIC 4848115,Kepler,non_planet,4848115.0
KIC 5991765,Kepler,non_planet,5991765.0
KIC 3962872,Kepler,non_planet,3962872.0
KIC 11912911,Kepler,non_planet,11912911.0
KIC 7045435,Kepler,non_planet,7045435.0
KIC 2972800,Kepler,non_planet,2972800.0
KIC 8573168,Kepler,non_planet,8573168.0
KIC 10801249,Kepler,non_planet,10801249.0
KIC 3857860,Kepler,non_planet,3857860.0
KIC 5024252,Kepler,non_planet,5024252.0
KIC 7430876,Kepler,non_planet,7430876.0
KIC 4843592,Kepler,non_planet,4843592.0
KIC 9602775,Kepler,non_planet,9602775.0
KIC 8955709,Kepler,non_planet,8955709.0
KIC 7031430,Kepler,non_planet,7031430.0
KIC 11912916,Kepler,non_planet,11912916.0
KIC 12108293,Kepler,non_planet,12108293.0
KIC 5301093,Kepler,non_planet,5301093.0
KIC 9640946,Kepler,non_planet,9640946.0
KIC 9776186,Kepler,non_planet,9776186.0
KIC 9752973,Kepler,non_planet,9752973.0
